sku,categories,errors
T49Z-ZL1,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP",
T49Z-ZB6,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP",
T49Z-ZB4,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP",
T49Z-ZB3,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP",
TYP7-7MM,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP",
JS00TYP7-0RB,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP",
JS0A2T3C-008,"Jansports/DIGITAL NEW,Jansports/ACCESSORIES",
JS0A2T3C-0U2,"Jansports/DIGITAL NEW,Jansports/ACCESSORIES",
JS0A2T3C-0VE,"Jansports/DIGITAL NEW,Jansports/ACCESSORIES",
JS0A2T3C-0U3,"Jansports/DIGITAL NEW,Jansports/ACCESSORIES",
JS0A2T3C-0D6,"Jansports/DIGITAL NEW,Jansports/ACCESSORIES",
JS00T34J-1X3,Jansports/MOCHILAS,
JS00T34J-0BD,Jansports/MOCHILAS,
T34J-5CS,Jansports/MOCHILAS,
T34J-6XJ,Jansports/MOCHILAS,
T34J-9FC,Jansports/MOCHILAS,
T35V-5CS,Jansports/MOCHILAS,
T35V-6XJ,Jansports/MOCHILAS,
T35V-9FC,Jansports/MOCHILAS,
T26U-1G2,"Jansports/DIGITAL NEW",
T26U-1F3,"Jansports/DIGITAL NEW",
T26U-9XV,"Jansports/DIGITAL NEW",
T26U-1E5,"Jansports/DIGITAL NEW",
T30S-1F3,"Jansports/DIGITAL NEW",
T30S-9XV,"Jansports/DIGITAL NEW",
T30S-1E5,"Jansports/DIGITAL NEW",
T30S-1G2,"Jansports/DIGITAL NEW",
TZA2-9RW,Jansports/MOCHILAS,
TZA2-1H8,Jansports/MOCHILAS,
T27B-1G2,"Jansports/DIGITAL NEW,Jansports/ACCESSORIES/DIGITAL",
T27B-1F3,"Jansports/DIGITAL NEW,Jansports/ACCESSORIES/DIGITAL",
T27B-9XV,"Jansports/DIGITAL NEW,Jansports/ACCESSORIES/DIGITAL",
T27B-ZM4,"Jansports/DIGITAL NEW,Jansports/ACCESSORIES/DIGITAL",
T27B-9RW,"Jansports/DIGITAL NEW,Jansports/ACCESSORIES/DIGITAL",
T27B-1E5,"Jansports/DIGITAL NEW,Jansports/ACCESSORIES/DIGITAL",
JS00T55A-008,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP",
JS00T55A-0N2,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP",
JS00TDH7-008,Jansports/MOCHILAS,
JS00TDH7-01F,Jansports/MOCHILAS,
JS00TDH7-8WG,Jansports/MOCHILAS,
JS00TDH7-01B,Jansports/MOCHILAS,
JS00TDH7-6XD,Jansports/MOCHILAS,
TDH7-0AA,Jansports/MOCHILAS,
JS00TDH7-9RW,Jansports/MOCHILAS,
JS00TDH7-0XJ,Jansports/MOCHILAS,
JS00TDH7-0KL,Jansports/MOCHILAS,
JS00TDH7-0VT,Jansports/MOCHILAS,
JS00TDH7-0X1,Jansports/MOCHILAS,
JS00TDH7-0JP,Jansports/MOCHILAS,
JS00TDH7-0UG,Jansports/MOCHILAS,
JS00TDH7-0KN,Jansports/MOCHILAS,
JS00TDH7-0EM,Jansports/MOCHILAS,
TDH7-003,Jansports/MOCHILAS,
JS00TDH7-0K4,Jansports/MOCHILAS,
JS00T64Q-0F8,Jansports/MOCHILAS,
JS00T64Q-0FP,Jansports/MOCHILAS,
JS0A2SDR-0UQ,Jansports/MOCHILAS,
T64Q-02S,Jansports/MOCHILAS,
JS00TVP8-0LM,Jansports/MOCHILAS,
TVP8-03G,Jansports/MOCHILAS,
JS0A2SDR-0TR,Jansports/MOCHILAS,
JS00T64Q-0LF,Jansports/MOCHILAS,
JS00TVP8-0LN,Jansports/MOCHILAS,
JS00TVP8-0YT,Jansports/MOCHILAS,
JS00T64Q-0LQ,Jansports/MOCHILAS,
JS00T64Q-0FF,Jansports/MOCHILAS,
TVP8-04P,Jansports/MOCHILAS,
JS00TVP8-0GG,Jansports/MOCHILAS,
JS00TVP8-0GH,Jansports/MOCHILAS,
JS0A2SDR-0VY,Jansports/MOCHILAS,
JS00TVP8-0LP,Jansports/MOCHILAS,
JS00TVP8-0KZ,Jansports/MOCHILAS,
JS00T501-0DH,Jansports/MOCHILAS,
JS00T501-0DQ,Jansports/MOCHILAS,
T501-9ZG,Jansports/MOCHILAS,
JS00T501-0JJ,Jansports/MOCHILAS,
JS00T501-0WT,Jansports/MOCHILAS,
T501-ZN6,Jansports/MOCHILAS,
JS00T501-0JT,Jansports/MOCHILAS,
T501-1Y9,Jansports/MOCHILAS,
JS00T501-008,Jansports/MOCHILAS,
JS00T501-0KM,Jansports/MOCHILAS,
JS00T501-09Z,Jansports/MOCHILAS,
JS00T501-0AA,Jansports/MOCHILAS,
JS00T501-0JR,Jansports/MOCHILAS,
T501-06N,Jansports/MOCHILAS,
JS00T501-0LC,Jansports/MOCHILAS,
JS00T501-06Q,Jansports/MOCHILAS,
JS00T501-0EK,Jansports/MOCHILAS,
JS00T501-01F,Jansports/MOCHILAS,
T501-5CS,Jansports/MOCHILAS,
JS00T501-0DR,Jansports/MOCHILAS,
T501-9SA,Jansports/MOCHILAS,
JS00T501-01B,Jansports/MOCHILAS,
JS00T501-0EG,Jansports/MOCHILAS,
JS00T501-0ED,Jansports/MOCHILAS,
JS00T501-ZU3,Jansports/MOCHILAS,
JS00T501-0EF,Jansports/MOCHILAS,
JS00T501-04W,Jansports/MOCHILAS,
JS00T501-1Q4,Jansports/MOCHILAS,
JS00T501-9RX,Jansports/MOCHILAS,
T501-6XD,Jansports/MOCHILAS,
JS00T501-0WS,Jansports/MOCHILAS,
JS00T501-0BE,Jansports/MOCHILAS,
T501-0A5,Jansports/MOCHILAS,
JS00T501-0K6,Jansports/MOCHILAS,
T501-9RW,Jansports/MOCHILAS,
JS00T501-0KH,Jansports/MOCHILAS,
T501-0BF,Jansports/MOCHILAS,
JS00T501-ZQ1,Jansports/MOCHILAS,
JS00T501-0GB,Jansports/MOCHILAS,
JS00T501-0KQ,Jansports/MOCHILAS,
JS00T501-0K8,Jansports/MOCHILAS,
JS00T501-0DY,Jansports/MOCHILAS,
JS00T501-0KL,Jansports/MOCHILAS,
JS00T501-0WA,Jansports/MOCHILAS,
JS00T501-0JE,Jansports/MOCHILAS,
JS00T501-0JF,Jansports/MOCHILAS,
JS00T501-0W0,Jansports/MOCHILAS,
T501-0A0,Jansports/MOCHILAS,
JS00T501-0UE,Jansports/MOCHILAS,
JS00T501-0KP,Jansports/MOCHILAS,
JS00T501-0VT,Jansports/MOCHILAS,
JS00T501-0A1,Jansports/MOCHILAS,
JS00T501-0WR,Jansports/MOCHILAS,
JS00T501-0B5,Jansports/MOCHILAS,
JS00T501-0JL,Jansports/MOCHILAS,
JS00T501-0JM,Jansports/MOCHILAS,
JS00T501-0X1,Jansports/MOCHILAS,
JS00T501-0E2,Jansports/MOCHILAS,
T501-ZJ5,Jansports/MOCHILAS,
JS00T501-0JP,Jansports/MOCHILAS,
JS00T501-0AC,Jansports/MOCHILAS,
JS00T501-0DU,Jansports/MOCHILAS,
JS00T501-0AF,Jansports/MOCHILAS,
T501-0AG,Jansports/MOCHILAS,
JS00T501-0EJ,Jansports/MOCHILAS,
T501-0AD,Jansports/MOCHILAS,
JS00T501-0JS,Jansports/MOCHILAS,
JS00T501-0WZ,Jansports/MOCHILAS,
JS00T501-0KN,Jansports/MOCHILAS,
JS00T501-0VW,Jansports/MOCHILAS,
JS00T501-0E9,Jansports/MOCHILAS,
JS00T501-0JU,Jansports/MOCHILAS,
JS00T501-0JV,Jansports/MOCHILAS,
JS00T501-0JW,Jansports/MOCHILAS,
JS00T501-0JX,Jansports/MOCHILAS,
JS00T501-0EM,Jansports/MOCHILAS,
JS00T501-0JY,Jansports/MOCHILAS,
JS00T501-0AN,Jansports/MOCHILAS,
JS00T501-0L2,Jansports/MOCHILAS,
JS00T501-0VZ,Jansports/MOCHILAS,
JS00T501-0KJ,Jansports/MOCHILAS,
JS00T501-003,Jansports/MOCHILAS,
JS00T501-0DS,Jansports/MOCHILAS,
JS00T501-0VQ,Jansports/MOCHILAS,
JS00T501-0DG,Jansports/MOCHILAS,
T501-09P,Jansports/MOCHILAS,
JS00T501-5XP,Jansports/MOCHILAS,
JS00T501-0N0,Jansports/MOCHILAS,
JS00T501-0D6,Jansports/MOCHILAS,
JS00T501-0K4,Jansports/MOCHILAS,
JS00T501-0VN,Jansports/MOCHILAS,
JS00T501-0K7,Jansports/MOCHILAS,
JS00T501-01H,Jansports/MOCHILAS,
T501-9FG,Jansports/MOCHILAS,
JS00T501-0D5,Jansports/MOCHILAS,
JS00T501-0P7,Jansports/MOCHILAS,
JS00T501-9FL,Jansports/MOCHILAS,
JS00T501-05B,Jansports/MOCHILAS,
T501-2C8,Jansports/MOCHILAS,
T501-WHX,Jansports/MOCHILAS,
T501-1S4,Jansports/MOCHILAS,
JS00T501-7MM,Jansports/MOCHILAS,
JS00T501-06B,Jansports/MOCHILAS,
JS00T54S-008,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP",
T26Q-5SM,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP",
T26Q-6XJ,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP",
T26Q-9FL,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP",
T08U-9ZI,Jansports/ACCESSORIES,
T08U-1J6,Jansports/ACCESSORIES,
JS00THE9-0JJ,"Jansports/MOCHILAS,Jansports/MOCHILAS CON RUEDAS,Jansports/MOCHILAS PARA LAPTOP",
THE9-008,"Jansports/MOCHILAS,Jansports/MOCHILAS CON RUEDAS,Jansports/MOCHILAS PARA LAPTOP",
THE9-9QC,"Jansports/MOCHILAS,Jansports/MOCHILAS CON RUEDAS,Jansports/MOCHILAS PARA LAPTOP",
THE9-ZD9,"Jansports/MOCHILAS,Jansports/MOCHILAS CON RUEDAS,Jansports/MOCHILAS PARA LAPTOP",
THE9-ZT8,"Jansports/MOCHILAS,Jansports/MOCHILAS CON RUEDAS,Jansports/MOCHILAS PARA LAPTOP",
JS00THE9-01B,"Jansports/MOCHILAS,Jansports/MOCHILAS CON RUEDAS,Jansports/MOCHILAS PARA LAPTOP",
JS00THE9-0ED,"Jansports/MOCHILAS,Jansports/MOCHILAS CON RUEDAS,Jansports/MOCHILAS PARA LAPTOP",
THE9-ZY9,"Jansports/MOCHILAS,Jansports/MOCHILAS CON RUEDAS,Jansports/MOCHILAS PARA LAPTOP",
THE9-0A5,"Jansports/MOCHILAS,Jansports/MOCHILAS CON RUEDAS,Jansports/MOCHILAS PARA LAPTOP",
JS00THE9-0KL,"Jansports/MOCHILAS,Jansports/MOCHILAS CON RUEDAS,Jansports/MOCHILAS PARA LAPTOP",
JS00THE9-0UE,"Jansports/MOCHILAS,Jansports/MOCHILAS CON RUEDAS,Jansports/MOCHILAS PARA LAPTOP",
THE9-ZF6,"Jansports/MOCHILAS,Jansports/MOCHILAS CON RUEDAS,Jansports/MOCHILAS PARA LAPTOP",
JS00THE9-0DU,"Jansports/MOCHILAS,Jansports/MOCHILAS CON RUEDAS,Jansports/MOCHILAS PARA LAPTOP",
JS00THE9-0UG,"Jansports/MOCHILAS,Jansports/MOCHILAS CON RUEDAS,Jansports/MOCHILAS PARA LAPTOP",
JS00THE9-0JW,"Jansports/MOCHILAS,Jansports/MOCHILAS CON RUEDAS,Jansports/MOCHILAS PARA LAPTOP",
THE9-0AN,"Jansports/MOCHILAS,Jansports/MOCHILAS CON RUEDAS,Jansports/MOCHILAS PARA LAPTOP",
THE9-003,"Jansports/MOCHILAS,Jansports/MOCHILAS CON RUEDAS,Jansports/MOCHILAS PARA LAPTOP",
THE9-9QX,"Jansports/MOCHILAS,Jansports/MOCHILAS CON RUEDAS,Jansports/MOCHILAS PARA LAPTOP",
THE9-9HY,"Jansports/MOCHILAS,Jansports/MOCHILAS CON RUEDAS,Jansports/MOCHILAS PARA LAPTOP",
JS0A2T3A-0JB,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP",
JS0A2T3A-0J8,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP",
JS0A2T3A-0D6,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP",
T26Z,"Jansports/DIGITAL NEW,Jansports/ACCESSORIES/DIGITAL",
T17E,"Jansports/DIGITAL NEW,Jansports/ACCESSORIES/DIGITAL",
T17D,"Jansports/DIGITAL NEW,Jansports/ACCESSORIES/DIGITAL",
T12H,"Jansports/DIGITAL NEW,Jansports/ACCESSORIES/DIGITAL",
T17C,"Jansports/DIGITAL NEW,Jansports/ACCESSORIES/DIGITAL",
T12G,"Jansports/DIGITAL NEW,Jansports/ACCESSORIES/DIGITAL",
T27A,"Jansports/DIGITAL NEW,Jansports/ACCESSORIES/DIGITAL",
T12J,"Jansports/DIGITAL NEW,Jansports/ACCESSORIES/DIGITAL",
JS00T69J,Jansports/ACCESSORIES,
JS00T14F,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP",
T26L,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP",
JS00T71A,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP",
T49A,Jansports/ACCESSORIES,
JS0A2T3B,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
T50A,Jansports/MOCHILAS,
JS0A2T3D,"Jansports/DIGITAL NEW,Jansports/ACCESSORIES",
JS00TDN7,Jansports/MOCHILAS,
JS00T75K,Jansports/MOCHILAS,
JS00T60G,Jansports/MOCHILAS,
T75H,Jansports/MOCHILAS,
JS00T68S,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
JS00T29A,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
JS0A2SDD,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
JS00T52R,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
T08T,Jansports/MOCHILAS,"Product Type is invalid or not supported"
TZP5,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
JS00T50F,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
JS00T69D,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
T69F,Jansports/ACCESSORIES,"Product Type is invalid or not supported"
JS00TN89,"Jansports/MOCHILAS,Jansports/MOCHILAS CON RUEDAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
TZU9,Jansports/BOLSOS,"Product Type is invalid or not supported"
JS00T45G,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
JS00TAN1,Jansports/ACCESSORIES,"Product Type is invalid or not supported"
T06V,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
T52M,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
JS00TDH6,Jansports/MOCHILAS,"Product Type is invalid or not supported"
JS00T52S,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
JS00TRS7,Jansports/MOCHILAS,"Product Type is invalid or not supported"
JS0A2SDF,Jansports/ACCESSORIES,"Product Type is invalid or not supported"
T29G,Jansports/MOCHILAS,"Product Type is invalid or not supported"
JS00T13Y,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
JS0A2T3F,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
JS0A2SDJ,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
T45D,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
JS00T49C,Jansports/ACCESSORIES,"Product Type is invalid or not supported"
JS00T49B,Jansports/ACCESSORIES,"Product Type is invalid or not supported"
JS00T54R,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
JS0A2T39,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
JS00T08W,Jansports/MOCHILAS,"Product Type is invalid or not supported"
JS00T68X,Jansports/ACCESSORIES,"Product Type is invalid or not supported"
JS00T55B,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
T38U,Jansports/MOCHILAS,"Product Type is invalid or not supported"
JS00T70F,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
JS00TYP7,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
JS00TZR6,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
T49Z,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
JS0A2T3C,"Jansport/DIGITAL,Jansport/ACCESORIOS","Product Type is invalid or not supported"
JS00T34J,Jansports/MOCHILAS,"Product Type is invalid or not supported"
T35V,Jansports/MOCHILAS,"Product Type is invalid or not supported"
T26U,"Jansport/DIGITAL,Jansport/ACCESORIOS","Product Type is invalid or not supported"
T30S,"Jansport/DIGITAL,Jansport/ACCESORIOS","Product Type is invalid or not supported"
TZA2,Jansports/MOCHILAS,"Product Type is invalid or not supported"
T27B,"Jansport/DIGITAL,Jansport/ACCESORIOS","Product Type is invalid or not supported"
JS00T55A,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
JS00TDH7,Jansports/MOCHILAS,"Product Type is invalid or not supported"
JS00T64Q,Jansports/MOCHILAS,"Product Type is invalid or not supported"
JS00T501,Jansports/MOCHILAS,"Product Type is invalid or not supported"
JS00T54S,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
T26Q,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
T08U,Jansports/ACCESSORIES,"Product Type is invalid or not supported"
JS00THE9,"Jansports/MOCHILAS,Jansports/MOCHILAS CON RUEDAS,Jansports/MOCHILAS PARA LAPTOP","Product Type is invalid or not supported"
JS0A2T3A,"Jansports/MOCHILAS,Jansports/MOCHILAS PARA LAPTOP",
